age,job,employment_duration,number_credits,other_debtors,personal_status_sex,foreign_worker,amount,status,duration,credit_history,people_liable,installment_rate,savings,telephone,property,purpose,other_installment_plans,housing,present_residence,credit_risk
45,2,5,1,1,3,2,1750,4,6,1,1,2,3,1,2,3,1,2,4,1
36,4,5,1,1,3,2,1278,4,24,2,2,4,1,2,1,3,3,2,1,1
30,3,3,2,1,3,2,707,4,12,2,2,4,1,1,1,3,1,2,2,1
35,2,4,2,1,3,2,4679,4,24,3,2,3,1,2,3,1,3,2,3,1
28,4,1,2,1,4,2,4249,2,30,4,2,4,1,1,3,0,3,2,2,0
26,3,4,1,1,3,2,759,1,12,2,2,4,1,1,1,0,3,2,2,0
39,3,4,1,1,3,2,2212,1,20,2,2,4,5,2,3,2,3,2,4,1
30,3,3,2,1,2,2,1864,4,18,4,2,4,2,1,1,6,3,2,2,0
35,3,4,1,1,3,2,3976,2,21,2,2,2,5,2,3,2,3,2,3,1
24,3,2,2,1,2,2,5743,2,24,4,2,2,1,2,4,6,3,3,4,1
36,3,3,1,1,3,2,2360,3,15,4,2,2,3,2,3,1,3,2,2,1
53,3,5,2,1,3,2,2424,4,24,4,2,4,5,1,2,3,3,2,4,1
23,4,5,1,1,2,2,1961,3,18,2,2,3,1,1,3,0,3,2,2,1
29,3,4,1,1,3,2,1437,2,9,1,2,2,2,1,4,0,3,2,3,0
57,2,5,3,1,2,2,2748,4,12,4,2,2,1,1,4,6,1,3,4,1
25,3,4,2,1,2,2,5771,4,30,4,2,4,1,1,3,3,3,2,2,1
45,4,5,1,1,3,2,8588,4,39,2,2,4,2,2,3,1,3,2,2,1
63,3,5,1,1,3,2,1520,4,15,4,2,4,5,1,2,2,3,2,4,1
49,3,5,1,1,1,2,1126,3,9,2,2,2,2,1,1,3,3,2,4,1
49,2,2,2,1,3,2,3124,2,12,4,1,1,1,1,1,0,1,2,3,1
38,3,3,1,1,3,2,6681,2,48,3,1,4,5,2,4,9,3,3,4,1
24,2,4,1,2,3,1,3763,1,21,2,2,2,5,1,1,0,3,2,2,1
39,2,4,2,1,2,2,932,2,6,4,2,1,5,1,2,8,3,2,3,1
32,3,3,1,1,3,2,3863,4,24,3,2,1,1,1,4,9,3,3,2,1
36,4,4,2,1,3,2,7057,2,20,3,1,3,5,2,2,1,1,1,4,1
35,3,4,2,1,3,2,8858,4,48,4,2,2,5,2,4,1,3,3,1,1
36,4,4,1,1,3,2,6967,2,24,3,2,4,2,2,3,9,3,1,4,1
34,4,4,2,1,3,2,1591,4,21,3,2,4,2,1,1,2,3,2,3,1
34,2,5,1,1,3,2,1569,4,15,1,1,4,2,1,3,3,1,2,4,1
24,2,3,1,1,3,2,2214,1,12,2,2,4,1,1,2,3,3,2,3,1
21,3,3,1,1,4,2,1766,4,6,2,2,1,1,1,2,2,3,1,2,1
35,3,4,3,3,3,2,2728,2,15,4,2,4,5,2,1,3,1,2,2,1
25,2,2,1,1,2,2,4736,2,24,4,2,2,1,1,3,2,1,2,4,0
27,4,1,2,2,3,2,6314,4,24,4,2,4,1,2,4,10,1,2,2,1
28,3,4,2,1,3,2,1108,1,12,0,2,4,1,1,1,5,3,2,3,0
28,3,3,2,3,3,2,5371,1,36,4,2,3,1,1,2,2,3,2,2,1
30,3,5,2,1,4,2,1740,4,6,4,2,2,1,1,1,3,3,1,2,1
20,3,3,1,1,2,2,1282,1,12,2,2,2,1,1,3,2,3,1,4,0
53,4,5,1,1,3,2,7865,1,12,2,2,4,1,2,4,2,3,3,4,0
34,3,3,1,1,3,2,2622,2,18,2,2,4,2,1,3,9,3,2,4,1
42,3,5,2,1,3,2,522,4,12,4,1,4,3,2,2,3,3,2,4,1
28,3,3,2,1,2,2,4221,2,30,0,2,2,1,1,3,9,3,2,1,1
25,3,3,2,1,2,2,7855,4,36,4,2,4,1,2,1,0,2,2,2,0
48,3,3,3,1,3,2,2134,4,9,4,2,4,1,2,3,0,3,2,4,1
33,3,5,2,1,3,2,6070,4,18,4,2,3,1,2,3,3,3,2,4,1
55,3,5,1,1,2,2,1603,1,24,2,2,4,1,1,3,3,3,2,4,1
40,2,3,1,1,3,1,1597,4,10,2,1,3,3,1,4,0,3,1,2,1
29,3,5,1,1,2,2,7758,2,24,4,2,2,4,1,4,1,3,1,4,1
29,3,3,1,1,2,2,3959,1,15,2,2,3,1,2,2,0,3,2,2,0
25,1,1,1,1,3,2,2473,1,18,2,2,4,1,1,3,2,3,2,1,0
26,3,3,1,3,3,1,3577,4,9,2,1,1,2,1,1,0,3,1,2,1
32,2,5,1,3,4,2,1301,2,18,2,2,4,1,1,1,3,3,2,2,1
32,3,5,1,1,3,2,3062,4,24,2,2,4,3,2,4,2,3,1,3,1
27,3,2,2,1,3,2,8648,4,24,3,2,2,1,2,3,9,1,2,2,0
46,2,5,2,1,3,2,730,4,7,4,2,4,5,2,2,3,3,1,2,1
49,3,3,2,3,2,2,1092,2,12,2,2,4,1,2,1,3,3,2,4,1
25,3,2,2,1,2,2,2969,2,12,0,2,4,1,1,2,2,3,1,3,0
28,2,3,2,1,3,2,2993,4,21,3,2,3,1,1,1,1,2,2,2,1
24,3,4,2,1,3,2,2145,1,36,3,2,2,1,2,3,9,3,2,1,0
28,3,2,2,1,2,2,2278,2,18,0,2,3,2,1,3,0,3,2,3,0
25,2,3,1,1,2,2,2631,2,15,2,2,3,2,1,1,5,3,2,2,1
33,3,2,2,1,1,2,6289,3,42,0,2,2,1,1,2,9,3,2,1,1
19,3,2,2,2,2,2,1980,4,9,2,2,2,1,1,3,2,3,1,2,0
24,2,3,1,1,2,2,1568,4,18,2,2,3,2,1,2,9,3,1,4,1
30,4,2,1,1,2,2,4795,2,36,2,2,4,1,2,4,3,3,2,1,1
49,3,5,1,1,3,1,5801,4,12,4,2,2,5,2,2,2,3,1,4,1
61,2,4,1,1,1,2,3059,4,12,2,2,2,4,1,1,3,3,2,4,1
39,2,3,2,1,3,1,2122,1,12,4,1,3,1,1,1,0,3,1,2,1
25,3,4,1,1,2,2,3972,4,24,2,2,2,1,2,2,2,3,1,4,1
68,4,5,1,1,3,2,14896,1,6,2,2,1,1,2,4,0,1,2,4,0
42,4,5,2,1,2,2,8318,2,27,0,2,2,1,2,4,9,2,3,4,0
23,3,2,1,1,2,2,392,3,15,2,2,4,1,2,2,6,3,1,4,1
35,2,3,1,1,3,2,9055,4,36,2,1,2,5,2,4,6,3,3,4,1
50,3,1,2,1,3,2,5293,1,27,0,2,2,1,2,2,9,3,2,4,0
24,3,4,2,1,4,2,6187,1,30,4,2,1,2,1,3,1,3,1,4,1
33,3,5,3,1,2,2,3966,1,18,4,2,1,1,2,1,0,1,1,4,0
57,2,3,1,1,2,2,1258,3,24,2,2,3,3,1,3,3,3,2,3,1
25,3,2,1,1,2,2,1295,2,12,2,2,3,1,1,3,0,3,1,1,0
39,2,3,2,1,3,2,7228,4,11,4,2,1,1,1,2,0,3,2,4,1
26,3,3,1,1,4,2,1345,1,18,2,2,4,1,1,1,3,3,2,3,0
27,3,3,1,1,4,2,3711,2,36,2,2,2,5,1,3,6,3,2,2,1
21,2,3,1,1,4,2,6568,1,24,2,2,2,1,1,3,9,2,2,2,1
74,4,5,1,1,2,2,5129,2,9,1,1,2,1,2,4,1,1,3,4,0
33,3,3,2,1,3,2,3074,4,9,4,1,1,5,1,1,3,3,2,2,1
46,3,4,1,1,3,2,3931,1,48,2,1,4,1,1,4,0,3,3,4,0
45,2,5,1,1,2,2,3835,4,36,2,2,2,5,2,1,3,3,2,4,1
25,3,4,2,3,3,2,4933,2,39,4,2,2,1,1,1,3,3,2,2,0
30,3,2,1,1,2,1,7721,1,24,2,2,1,5,2,2,2,3,2,2,1
40,3,5,1,1,3,2,2675,4,22,2,2,3,3,1,3,3,3,2,4,1
30,3,2,2,1,3,2,7966,2,26,2,2,2,1,1,3,1,3,2,3,1
22,2,2,1,1,4,2,454,2,6,2,2,3,1,1,2,5,3,2,1,1
44,3,5,2,1,3,2,1478,1,15,4,1,4,1,2,3,2,3,2,4,1
44,4,5,1,1,2,2,12579,2,24,2,2,4,1,2,4,1,3,3,2,0
20,3,3,2,2,4,2,585,2,12,3,2,4,1,1,1,3,3,1,4,1
33,3,5,2,1,3,2,950,1,15,0,1,4,1,1,3,0,3,1,3,0
39,4,5,1,1,3,2,3345,1,24,2,2,4,1,2,2,2,3,1,2,0
43,2,3,1,1,3,2,7393,4,24,2,1,1,1,1,2,0,3,2,4,1
62,3,5,1,2,2,2,3757,4,24,2,2,4,1,2,4,0,3,3,4,1
26,3,4,1,1,3,2,1424,2,12,4,2,4,1,1,2,4,3,2,3,1
45,3,5,2,1,3,2,10875,4,36,3,1,2,1,2,3,0,3,2,2,1
66,4,5,2,1,3,2,1526,1,12,4,2,4,1,1,4,1,3,3,4,1
26,3,3,1,1,2,2,1388,4,9,2,2,4,1,1,1,2,3,1,2,1
29,4,1,1,1,3,2,6579,1,24,2,2,4,1,2,4,1,3,3,2,1
29,3,3,1,1,3,2,3556,4,15,2,2,3,5,1,4,0,3,2,2,1
30,3,3,1,2,2,2,1620,1,12,2,2,2,1,1,2,2,3,2,3,1
30,3,3,1,1,3,2,4657,4,15,2,2,3,1,2,3,1,3,2,2,1
29,3,3,2,1,3,2,1169,4,18,4,2,4,5,2,2,3,3,2,3,1
29,3,5,2,1,3,2,11816,1,45,0,2,2,1,1,3,9,3,1,4,0
44,3,2,2,1,1,2,3485,4,20,4,2,2,5,2,1,0,3,2,4,1
30,4,4,2,1,3,2,14179,1,39,4,2,4,5,2,2,2,3,2,4,1
42,2,4,3,1,3,2,1544,4,4,4,1,2,1,1,1,3,3,2,1,1
60,3,5,2,1,3,2,2032,4,24,3,2,4,1,2,4,0,3,3,4,1
31,3,5,1,1,3,2,6350,1,30,2,2,4,5,1,2,2,3,2,4,0
23,2,4,1,1,2,2,841,2,12,2,2,2,2,1,1,9,3,1,4,1
37,3,5,1,1,3,2,802,2,15,2,1,4,1,1,3,3,3,2,3,0
23,3,5,2,1,3,2,3368,4,15,4,2,3,4,2,4,1,3,1,4,1
29,3,3,1,1,1,2,2149,1,12,1,2,4,1,1,4,3,3,3,1,0
23,2,2,1,1,2,2,836,2,12,2,2,4,2,1,2,0,1,2,2,0
31,3,4,1,1,3,2,3104,1,18,0,2,3,1,2,2,9,1,2,1,1
49,2,4,1,1,3,2,2096,4,12,4,1,2,1,1,1,6,3,2,3,1
37,3,4,1,3,2,2,7685,1,48,1,2,2,1,1,3,9,3,1,4,0
27,4,2,1,1,3,2,1422,1,9,2,2,3,1,2,4,0,3,3,2,0
29,4,3,2,2,3,2,11328,2,24,2,2,2,1,2,3,10,1,2,3,0
24,2,3,1,1,1,2,3021,1,24,2,2,2,1,1,1,2,3,1,2,1
40,2,2,1,1,3,1,1361,1,6,4,1,2,1,1,1,0,3,2,4,1
33,2,4,1,1,2,2,2186,4,15,2,2,1,5,1,1,2,1,1,4,1
28,3,4,2,1,3,2,3060,2,48,2,2,4,1,1,1,3,3,2,4,0
66,1,1,3,1,3,2,1480,3,12,4,2,2,3,1,4,0,1,3,4,1
43,2,3,1,1,2,2,1459,4,15,4,2,4,1,1,3,3,3,2,2,1
24,3,3,1,3,2,2,2150,2,30,2,2,4,1,1,4,0,1,2,2,0
37,3,3,1,1,3,2,1819,4,36,2,2,4,1,2,4,6,2,3,4,0
28,2,4,1,1,3,2,6260,2,18,2,2,3,1,1,1,0,3,1,3,1
52,3,3,1,1,3,2,3077,4,12,2,2,2,1,2,3,3,3,2,4,1
47,3,3,1,1,3,2,12612,2,36,2,1,1,2,2,4,6,3,3,4,0
32,2,2,2,1,3,2,4526,4,27,4,1,4,4,2,1,2,2,2,2,1
33,4,2,1,1,2,2,1474,3,12,2,2,4,1,2,2,2,1,2,1,1
32,2,5,2,1,3,1,1231,4,10,4,1,3,1,1,1,0,3,2,4,1
34,2,4,1,1,2,2,1837,2,24,1,2,4,1,1,4,6,1,3,4,0
30,3,5,1,1,3,2,3069,2,24,2,2,4,2,1,4,2,3,3,4,1
31,2,2,2,1,3,2,1928,2,18,4,2,2,1,1,1,2,3,2,2,0
32,3,3,2,1,3,2,1530,4,18,4,2,3,1,1,2,0,1,2,2,0
29,3,4,1,1,4,2,2108,4,6,2,2,2,1,1,1,3,3,1,2,1
23,1,1,1,1,2,2,3758,2,24,2,2,1,3,1,4,3,3,1,4,1
40,4,1,2,1,3,2,7374,2,18,4,2,4,1,2,2,2,2,2,4,1
30,4,1,1,1,3,2,1823,1,24,2,1,4,1,1,3,3,2,2,2,0
40,3,2,2,3,3,2,7824,4,28,1,1,3,5,2,1,1,1,1,4,1
25,3,3,1,1,4,2,1484,2,12,2,2,2,5,2,1,3,3,2,1,0
23,2,4,1,1,4,2,660,4,6,2,2,2,3,1,1,5,3,1,4,1
35,4,5,1,1,3,2,2670,4,24,2,2,4,1,2,3,1,3,2,4,1
48,2,5,1,1,2,2,1240,3,10,2,1,1,2,1,4,0,3,3,4,0
54,3,3,1,1,3,2,3051,1,48,2,2,3,1,1,3,4,3,2,4,0
25,2,2,1,1,2,2,1355,2,24,2,2,3,1,2,3,0,3,2,4,0
22,3,3,1,3,2,1,3632,1,24,1,2,1,1,1,3,1,1,1,4,1
46,3,3,2,1,4,2,2348,1,36,4,2,3,1,2,2,2,3,2,2,1
33,3,3,1,1,1,2,1543,4,6,2,2,4,4,1,1,2,3,2,2,1
42,4,5,4,1,3,2,8086,2,36,3,2,2,2,2,3,0,2,2,4,0
33,3,3,2,1,4,2,1478,4,15,3,2,4,1,1,1,3,1,2,3,1
50,3,3,1,1,3,2,1574,4,12,2,2,4,1,1,1,2,3,2,2,1
34,2,4,1,1,3,2,3844,2,48,0,1,4,2,1,4,9,3,3,4,0
39,3,5,1,3,3,2,2522,1,30,2,1,1,1,1,2,3,3,2,3,1
41,2,5,1,1,4,2,1469,4,24,2,2,4,2,1,1,0,3,1,4,1
36,3,3,2,1,2,2,1028,4,18,4,2,4,1,1,1,0,3,2,3,1
36,2,3,3,1,3,2,4241,2,24,0,2,1,1,2,1,9,3,2,4,0
24,3,4,2,2,2,2,2788,4,15,4,2,2,1,1,3,2,1,2,3,1
29,4,3,1,1,3,2,1901,4,24,2,2,4,2,2,3,3,3,1,4,1
52,4,1,1,1,3,2,6468,2,12,2,2,2,5,2,4,3,3,2,1,0
21,3,3,1,1,2,2,886,4,12,2,2,4,5,1,3,3,3,2,2,1
42,3,5,1,1,3,2,3446,1,36,2,1,4,1,1,3,2,3,2,2,0
57,3,5,2,1,3,2,2225,2,36,3,2,4,1,2,4,0,1,3,4,0
22,2,3,1,1,2,2,806,1,15,2,2,4,1,1,2,9,3,2,4,1
28,4,1,2,1,4,2,5234,2,30,4,2,4,1,1,3,0,3,2,2,0
31,3,4,1,1,2,2,1957,1,6,4,2,1,1,1,3,3,3,2,4,1
38,4,5,2,1,3,2,5711,4,36,4,2,4,4,2,3,1,3,2,2,1
34,3,2,1,1,2,2,1493,4,12,2,1,4,1,1,3,3,3,2,3,1
28,3,3,1,1,2,2,3660,1,24,2,2,2,1,1,3,3,3,2,4,1
52,3,5,2,1,3,2,338,1,6,4,2,4,3,1,3,3,3,2,4,1
27,1,1,1,1,2,2,750,1,18,2,2,4,1,1,1,6,3,2,1,0
46,3,2,1,3,2,2,1845,1,15,2,2,4,1,1,2,2,3,1,1,1
30,4,3,1,1,2,2,5096,2,48,4,2,2,1,2,3,2,3,2,3,0
27,3,4,2,1,3,2,3850,4,18,4,2,3,1,1,3,1,3,2,1,1
37,3,3,1,1,3,2,1225,3,10,2,2,2,1,2,3,4,3,2,2,1
43,3,3,1,1,3,2,2515,4,18,2,2,3,1,2,1,2,3,2,4,1
33,3,3,1,1,4,2,1245,2,18,4,2,4,1,1,3,3,3,2,2,0
53,3,5,1,1,3,2,2835,4,24,2,2,3,3,1,2,2,3,2,4,1
25,3,4,1,1,3,2,1258,4,24,2,2,4,1,2,1,9,3,2,1,1
25,3,3,2,1,2,2,1882,1,18,2,2,4,1,1,3,3,1,1,4,0
27,3,2,2,1,1,2,2820,2,36,4,2,4,1,1,3,0,3,2,4,0
30,4,1,1,1,3,2,3959,1,36,2,2,4,1,2,2,2,3,2,3,1
33,4,5,1,2,3,2,4439,2,18,2,2,1,1,2,1,9,1,2,1,1
26,3,5,1,1,2,2,2812,1,24,2,2,2,5,1,1,1,3,1,4,1
23,3,5,2,1,3,2,4110,1,24,0,1,3,1,1,4,2,1,1,4,0
60,3,5,1,1,3,2,1940,4,24,4,2,4,4,2,1,0,3,2,4,1
34,3,3,1,1,3,2,6527,4,60,2,1,4,5,2,4,0,3,3,4,1
29,3,2,1,1,2,2,683,3,6,3,2,2,1,1,2,3,1,2,1,1
64,2,5,1,1,3,2,3832,4,9,2,2,1,5,1,1,6,3,2,4,1
28,3,5,1,1,1,2,2142,4,11,2,2,1,4,2,1,9,3,2,2,1
32,3,4,1,1,2,2,1285,1,24,2,2,4,5,1,4,0,3,1,4,0
28,3,3,2,1,3,2,6199,1,12,0,2,4,1,2,2,3,3,1,2,0
25,3,4,1,3,2,2,3509,1,18,2,2,4,1,1,1,3,3,2,1,1
33,3,1,1,1,2,2,1131,1,18,2,2,4,1,1,3,2,3,2,2,0
26,3,3,1,1,4,2,1076,4,12,2,2,2,1,2,1,9,3,2,2,1
34,4,3,2,1,3,2,4712,2,24,3,2,4,5,2,2,9,1,2,2,1
38,4,1,1,1,3,2,2859,4,12,2,2,4,5,2,4,0,3,2,4,1
20,3,5,1,1,3,2,1313,4,9,2,2,1,1,1,3,2,3,2,4,1
43,3,4,1,1,1,2,4057,2,24,2,2,3,1,2,3,2,3,2,3,0
34,2,3,2,1,3,2,1743,4,6,3,2,1,2,1,1,9,3,2,2,1
26,3,3,2,1,2,2,2404,4,18,4,2,2,1,1,3,3,3,2,2,1
52,3,5,3,1,3,2,717,4,12,4,2,4,1,1,1,3,3,2,4,1
23,3,2,1,1,2,2,1275,3,10,2,2,4,1,1,2,2,3,2,2,1
38,4,1,1,1,2,2,12976,2,18,2,2,3,1,2,4,1,3,3,4,0
32,3,5,2,1,3,2,1136,2,9,4,1,4,4,1,4,6,3,3,3,0
37,3,5,1,1,2,1,3612,2,18,4,2,3,1,2,2,2,3,2,4,1
27,2,3,2,1,3,2,802,4,14,3,2,4,1,1,3,0,3,2,2,1
47,2,4,2,1,3,2,958,2,12,4,1,2,1,1,1,0,3,2,3,1
46,3,5,1,1,3,2,727,4,10,2,2,4,3,2,4,6,3,3,4,1
35,3,5,1,1,3,2,3386,1,12,2,2,3,1,2,4,1,3,3,4,0
54,4,3,3,1,3,2,4591,4,24,2,2,2,4,2,2,9,3,2,3,0
28,3,3,1,1,2,2,1403,1,15,2,2,2,1,1,3,0,3,1,4,1
22,3,2,1,1,2,2,3650,1,18,2,2,1,1,1,3,2,3,1,4,1
54,4,5,1,1,2,2,3568,4,15,2,2,4,1,2,3,3,1,1,2,1
30,3,4,1,1,3,2,2002,2,12,2,1,3,1,2,2,0,3,1,4,1
46,2,2,2,1,2,2,3594,4,15,3,2,1,1,1,2,1,3,2,2,1
30,3,3,1,1,2,2,8133,4,36,2,2,1,1,1,2,1,1,2,2,1
54,3,5,2,1,3,2,1597,4,24,4,1,4,1,1,4,6,3,3,4,1
56,3,5,1,1,3,2,4796,3,42,4,2,4,1,1,4,1,3,3,4,1
23,3,3,1,1,3,2,3919,3,36,2,2,2,1,2,1,3,3,2,2,1
33,3,2,1,1,3,2,2051,4,18,2,2,4,1,1,1,3,3,2,1,1
30,4,4,1,1,2,2,7174,1,42,2,2,4,5,2,3,3,3,2,3,0
23,3,2,1,1,2,2,1943,4,18,2,2,4,1,1,1,5,3,2,4,0
26,3,2,1,1,4,2,2445,4,12,2,2,2,5,2,3,1,3,1,4,1
27,3,3,2,1,3,2,8613,4,27,3,2,2,4,1,3,1,3,2,2,1
32,3,3,2,1,3,2,2978,4,24,3,1,4,5,2,1,9,3,2,4,1
42,3,5,2,1,3,2,10477,4,36,4,2,2,5,1,4,1,3,3,4,1
35,4,2,2,1,2,2,1393,4,11,4,2,4,1,1,3,0,3,2,4,1
66,2,3,1,1,2,2,790,2,9,2,2,4,3,1,1,3,3,2,3,1
27,3,3,1,1,4,2,1391,2,9,2,2,2,1,2,1,9,1,2,1,1
44,2,4,1,3,2,2,760,2,8,2,2,4,1,1,1,3,3,2,2,1
28,3,3,1,1,3,2,3343,4,15,4,2,4,1,2,4,2,3,3,2,1
28,3,3,1,1,3,2,4169,1,24,2,2,4,1,1,2,2,3,2,4,1
28,3,3,1,1,4,2,2169,4,18,3,2,4,1,2,3,9,3,2,2,0
36,3,5,1,1,3,2,2760,2,24,2,2,4,5,2,4,1,1,3,4,1
31,2,4,1,1,2,2,1736,4,12,2,2,3,1,1,1,2,3,2,4,1
26,2,4,1,1,2,2,3599,1,21,2,2,1,1,1,3,2,3,1,4,1
66,2,3,1,1,3,2,766,2,12,2,2,4,3,1,1,3,3,2,3,0
48,2,5,2,1,3,2,1743,2,24,4,2,4,1,1,2,3,3,2,2,1
26,2,3,1,3,3,2,783,4,6,1,1,1,5,1,1,0,2,2,2,1
44,3,3,1,1,3,2,1553,1,18,1,2,4,1,1,3,2,1,2,3,0
38,3,4,1,1,3,2,947,3,24,2,1,4,1,1,4,0,1,3,3,0
23,3,1,1,1,2,2,2511,1,15,2,2,1,1,1,3,0,3,1,4,1
42,4,5,1,1,3,2,7763,1,48,2,2,4,1,1,4,0,1,3,4,0
29,3,3,2,1,2,2,5003,4,21,0,2,1,5,2,2,0,1,2,4,0
33,2,2,1,1,3,2,2579,1,12,2,1,4,1,1,1,0,3,2,1,0
36,2,5,1,1,2,2,1572,4,21,2,2,4,4,1,1,9,1,2,4,1
32,3,3,2,3,1,2,4583,1,30,0,2,2,1,1,1,2,3,2,2,1
24,2,4,1,3,3,2,1546,1,24,1,2,4,1,1,3,3,1,1,4,0
26,2,2,1,3,4,2,625,2,12,2,2,4,1,1,1,3,1,2,1,1
54,3,2,1,1,3,2,2255,4,24,2,2,4,5,1,2,0,3,2,1,1
34,3,2,1,1,3,2,3965,1,42,2,2,4,1,1,3,3,3,2,3,0
35,3,3,2,1,2,2,1291,4,12,4,2,4,1,1,2,3,3,2,2,1
38,3,4,1,2,3,2,5954,4,30,4,2,3,1,1,3,3,3,2,2,1
31,3,5,1,1,3,2,2746,1,36,1,2,4,1,1,3,2,1,2,4,0
24,3,4,1,1,3,2,9271,1,36,2,2,2,1,2,3,0,3,2,1,0
28,3,5,1,1,3,2,3595,4,36,2,2,4,1,1,3,3,3,2,2,1
48,2,5,2,3,2,2,1795,2,18,4,2,3,1,2,1,3,1,1,4,1
31,3,5,2,1,3,2,3621,4,24,2,2,2,2,1,3,3,3,2,4,0
51,3,5,1,1,3,2,3342,4,36,4,2,4,5,2,3,3,3,2,2,1
36,3,3,2,1,3,2,4041,4,42,4,2,4,3,2,1,2,3,2,4,1
28,2,4,1,3,4,2,484,2,6,2,2,3,1,1,1,3,1,2,3,1
22,3,2,1,1,2,2,1858,1,12,2,2,4,1,1,3,2,3,1,1,1
45,3,5,1,1,3,2,1300,4,15,2,1,4,5,1,4,1,1,3,4,1
63,3,5,2,1,3,2,781,3,10,4,2,4,1,2,4,0,3,3,4,1
39,3,2,1,1,4,2,1473,4,18,2,2,3,1,2,1,3,3,2,4,1
63,3,5,2,1,3,2,2957,1,24,4,2,4,1,2,2,1,3,2,4,1
26,2,3,1,3,2,2,1113,2,18,2,1,4,1,1,1,3,3,2,4,1
23,3,2,2,1,2,2,7127,4,36,4,2,2,1,2,2,2,3,1,4,0
26,4,1,2,1,2,2,10974,4,36,2,2,4,1,2,3,2,3,2,2,0
37,3,5,2,1,2,2,1287,4,24,4,2,4,4,2,1,0,3,2,4,1
36,3,2,1,1,4,2,1913,2,18,2,2,3,4,2,1,9,1,2,3,1
56,3,2,1,1,2,2,1538,4,6,2,2,1,1,1,4,6,3,2,2,1
27,3,4,2,2,3,2,10961,2,48,2,2,1,4,2,4,3,1,2,2,0
23,3,2,1,1,2,2,1216,1,18,2,2,4,1,2,3,0,3,1,3,0
46,3,5,2,1,3,2,1829,4,15,4,2,4,1,2,3,3,3,2,4,1
36,4,1,3,1,3,2,1872,1,6,4,2,4,1,2,4,2,3,3,4,1
50,3,3,1,2,2,2,2671,2,36,2,2,4,2,1,4,3,3,3,4,0
46,3,5,2,2,4,2,2611,4,24,4,2,4,1,1,1,3,3,2,3,1
50,3,5,1,1,3,2,2390,4,12,2,2,4,5,2,3,0,3,2,3,1
75,4,1,2,1,3,2,6615,1,24,4,2,2,1,2,4,1,3,3,4,1
37,2,5,3,1,3,2,1154,2,9,4,2,2,1,1,1,3,3,2,4,1
36,3,3,1,1,3,2,3915,2,27,2,1,4,1,2,3,9,3,2,2,0
25,3,3,1,1,2,2,1371,1,24,2,2,4,5,1,1,0,3,1,4,0
29,3,5,1,1,2,2,915,1,24,2,2,4,5,1,3,0,1,2,2,0
28,3,3,1,1,2,2,2603,4,24,2,2,2,4,2,3,1,3,1,4,1
42,4,1,2,1,3,2,2292,4,12,4,2,4,1,2,3,9,2,2,2,0
51,4,5,2,1,3,2,1164,1,8,4,1,3,1,2,4,10,1,3,4,1
38,2,5,2,1,3,2,1495,4,12,4,1,4,1,1,1,0,3,2,1,1
37,3,3,1,2,3,2,2100,3,18,2,2,4,1,1,1,3,3,2,2,0
27,2,5,2,1,2,2,3643,1,15,3,2,1,1,1,2,2,3,2,4,1
30,4,5,1,1,3,2,12680,4,21,4,2,4,5,2,4,0,3,3,4,0
38,2,3,1,3,3,2,708,1,12,2,1,2,1,1,2,2,3,2,3,1
42,2,4,2,1,3,2,1503,4,4,4,1,2,1,1,1,3,3,2,1,1
40,3,3,1,1,4,2,1386,4,15,2,2,4,5,2,1,3,3,1,2,1
37,3,3,1,1,3,2,2279,4,12,2,2,4,5,2,4,3,3,3,4,1
30,3,2,2,1,2,2,8358,2,48,0,2,1,3,1,3,0,3,2,1,1
29,2,2,1,1,3,2,2333,2,24,3,2,4,5,1,2,2,1,2,2,1
41,2,5,2,1,2,2,1244,4,9,4,2,4,5,1,2,6,3,1,4,1
25,3,5,1,1,2,2,1206,2,9,2,2,4,1,1,1,3,3,2,4,1
32,3,2,1,1,2,2,4611,4,6,2,2,1,1,1,2,2,3,2,4,0
28,3,3,1,1,3,2,2659,1,18,2,2,4,4,1,3,2,3,2,2,1
24,3,4,1,1,3,2,2030,2,9,2,2,2,5,2,3,2,3,2,1,1
51,3,4,2,1,2,2,682,4,12,4,2,4,2,2,3,0,3,2,3,1
22,3,2,1,1,3,2,1331,2,12,2,2,2,1,1,3,3,3,2,1,0
39,4,5,1,1,3,2,1884,4,12,2,2,4,1,2,3,0,3,2,4,1
63,3,5,2,1,3,2,6836,1,60,3,2,3,1,2,4,9,3,2,4,0
47,4,1,1,1,3,2,1209,2,6,3,2,4,1,2,2,0,3,2,4,0
40,3,5,2,1,3,2,3077,4,30,4,1,3,5,2,3,3,3,2,2,1
50,2,3,1,1,2,2,1047,3,6,4,2,2,1,1,2,6,3,2,4,1
23,3,4,2,1,2,2,996,4,12,4,2,4,5,1,1,5,3,2,4,1
26,3,4,1,1,4,2,1311,4,24,2,2,4,2,2,2,3,3,2,3,1
53,3,2,1,1,2,2,795,1,12,2,2,4,1,1,2,6,3,2,4,0
74,1,3,3,1,3,1,1299,3,6,4,1,1,1,1,1,0,3,2,1,1
31,2,3,1,1,3,2,1410,2,12,0,2,2,1,2,1,8,3,2,2,1
26,3,3,2,1,4,1,2069,4,10,4,2,2,5,1,3,2,3,2,1,1
37,2,2,1,3,3,2,3949,3,10,2,1,1,1,1,2,0,3,2,1,1
39,3,5,2,1,2,2,860,1,6,4,2,1,1,2,4,0,3,2,4,1
